"title","name","role"
"The Secret of NIMH(1982)","Gary Goldman(5776)","writer"
"The Secret of NIMH(1982)","Will Finn(8181)","writer"
"They Call Me Bruce(1982)","Robert Primes(0017)","cinematographer"
"They Call Me Bruce(1982)","Johnny Yune(0932)","actor"
"They Call Me Bruce(1982)","Margaux Hemingway(0029)","actress"
"They Call Me Bruce(1982)","Raf Mauro(1250)","actor"
"They Call Me Bruce(1982)","Pam Huntington(3131)","actress"
"They Call Me Bruce(1982)","Elliott Hong(3212)","director"
"They Call Me Bruce(1982)","David Randolph(9890)","writer"
"They Call Me Bruce(1982)","Tim Clawson(5472)","writer"
"They Call Me Bruce(1982)","Dale Trevillion(2388)","writer"
"They Call Me Bruce(1982)","Tommy Vig(6905)","composer"
"The Big Chill(1983)","Ida Random(9944)","production_designer"
"The Big Chill(1983)","Tom Berenger(0297)","actor"
"The Big Chill(1983)","Glenn Close(0335)","actress"
"The Big Chill(1983)","Jeff Goldblum(0156)","actor"
"The Big Chill(1983)","William Hurt(0458)","actor"
"The Big Chill(1983)","Lawrence Kasdan(1410)","director"
"The Big Chill(1983)","Barbara Benedek(0660)","writer"
"The Big Chill(1983)","Michael Shamberg(7834)","producer"
"The Big Chill(1983)","John Bailey(7037)","cinematographer"
"The Big Chill(1983)","Carol Littleton(4746)","editor"
"The King of Comedy(1982)","Boris Leven(5227)","production_designer"
"The King of Comedy(1982)","Robert De Niro(0134)","actor"
"The King of Comedy(1982)","Jerry Lewis(1471)","actor"
"The King of Comedy(1982)","Diahnne Abbott(7958)","actress"
"The King of Comedy(1982)","Sandra Bernhard(0928)","actress"
"The King of Comedy(1982)","Martin Scorsese(0217)","director"
"The King of Comedy(1982)","Paul D. Zimmerman(6857)","writer"
"The King of Comedy(1982)","Arnon Milchan(6969)","producer"
"The King of Comedy(1982)","Fred Schuler(5865)","cinematographer"
"The King of Comedy(1982)","Thelma Schoonmaker(4817)","editor"
"National Lampoon's Vacation(1983)","Pembroke J. Herring(0670)","editor"
"National Lampoon's Vacation(1983)","Chevy Chase(0331)","actor"
"National Lampoon's Vacation(1983)","Beverly D'Angelo(0350)","actress"
"National Lampoon's Vacation(1983)","Imogene Coca(8042)","actress"
"National Lampoon's Vacation(1983)","Randy Quaid(1642)","actor"
"National Lampoon's Vacation(1983)","Harold Ramis(0601)","director"
"National Lampoon's Vacation(1983)","John Hughes(0455)","writer"
"National Lampoon's Vacation(1983)","Matty Simmons(9841)","producer"
"National Lampoon's Vacation(1983)","Ralph Burns(5985)","composer"
"National Lampoon's Vacation(1983)","Victor J. Kemper(5755)","cinematographer"
"Rock & Rule(1983)","Greg Duffell(0437)","writer"
"Rock & Rule(1983)","Don Francks(0475)","actor"
"Rock & Rule(1983)","Paul Le Mat(4432)","actor"
"Rock & Rule(1983)","Greg Salata(7632)","actor"
"Rock & Rule(1983)","Susan Roman(8751)","actress"
"Rock & Rule(1983)","Clive Smith(7749)","director"
"Rock & Rule(1983)","Patrick Loubert(1621)","writer"
"Rock & Rule(1983)","Peter Sauder(6558)","writer"
"Rock & Rule(1983)","John Halfpenny(5165)","writer"
"Rock & Rule(1983)","Anna Bourque(0121)","writer"
"Beverly Hills Cop(1984)","Harold Faltermeyer(6536)","composer"
"Beverly Hills Cop(1984)","Eddie Murphy(0552)","actor"
"Beverly Hills Cop(1984)","Judge Reinhold(1662)","actor"
"Beverly Hills Cop(1984)","John Ashton(9226)","actor"
"Beverly Hills Cop(1984)","Lisa Eilbacher(2060)","actress"
"Beverly Hills Cop(1984)","Martin Brest(0976)","director"
"Beverly Hills Cop(1984)","Daniel Petrie Jr.(7943)","writer"
"Beverly Hills Cop(1984)","Danilo Bach(5301)","writer"
"Beverly Hills Cop(1984)","Jerry Bruckheimer(0988)","producer"
"Beverly Hills Cop(1984)","Don Simpson(0971)","producer"
"Breakin'(1984)","Michael Boyd(1860)","composer"
"Breakin'(1984)","Lucinda Dickey(5466)","actress"
"Breakin'(1984)","Adolfo Quinones(4044)","actor"
"Breakin'(1984)","Michael Chambers(0400)","actor"
"Breakin'(1984)","Ben Lokey(8091)","actor"
"Breakin'(1984)","Joel Silberg(7854)","director"
"Breakin'(1984)","Charles Parker(5788)","writer"
"Breakin'(1984)","Allen DeBevoise(3414)","writer"
"Breakin'(1984)","Gerald Scaife(8724)","writer"
"Breakin'(1984)","David Zito(7258)","producer"
"Breakin' 2: Electric Boogaloo(1984)","Yoram Globus(2946)","producer"
"Breakin' 2: Electric Boogaloo(1984)","Lucinda Dickey(5466)","actress"
"Breakin' 2: Electric Boogaloo(1984)","Adolfo Quinones(4044)","actor"
"Breakin' 2: Electric Boogaloo(1984)","Michael Chambers(0400)","actor"
"Breakin' 2: Electric Boogaloo(1984)","Susie Coelho(8736)","actress"
"Breakin' 2: Electric Boogaloo(1984)","Sam Firstenberg(8735)","director"
"Breakin' 2: Electric Boogaloo(1984)","Charles Parker(5788)","writer"
"Breakin' 2: Electric Boogaloo(1984)","Allen DeBevoise(3414)","writer"
"Breakin' 2: Electric Boogaloo(1984)","Jan Ventura(3330)","writer"
"Breakin' 2: Electric Boogaloo(1984)","Julie Reichert(6984)","writer"
"Gremlins(1984)","Tina Hirsch(6443)","editor"
"Gremlins(1984)","Zach Galligan(2090)","actor"
"Gremlins(1984)","Phoebe Cates(0121)","actress"
"Gremlins(1984)","Hoyt Axton(1924)","actor"
"Gremlins(1984)","John Louie(1829)","actor"
"Gremlins(1984)","Joe Dante(1102)","director"
"Gremlins(1984)","Chris Columbus(1060)","writer"
"Gremlins(1984)","Michael Finnell(8228)","producer"
"Gremlins(1984)","Jerry Goldsmith(0025)","composer"
"Gremlins(1984)","John Hora(4494)","cinematographer"
"Nausicaä of the Valley of the Wind(1984)","Joe Hisaishi(6749)","composer"
"Nausicaä of the Valley of the Wind(1984)","Sumi Shimamoto(3585)","actress"
"Nausicaä of the Valley of the Wind(1984)","Mahito Tsujimura(5332)","actor"
"Nausicaä of the Valley of the Wind(1984)","Hisako Kyôda(7449)","actress"
"Nausicaä of the Valley of the Wind(1984)","Gorô Naya(3214)","actor"
"Nausicaä of the Valley of the Wind(1984)","Hayao Miyazaki(4503)","director"
"Nausicaä of the Valley of the Wind(1984)","Cindy Davis(8357)","writer"
"Nausicaä of the Valley of the Wind(1984)","Donald H. Hewitt(8358)","writer"
"Nausicaä of the Valley of the Wind(1984)","Kazunori Itô(1872)","writer"
"Nausicaä of the Valley of the Wind(1984)","Isao Takahata(7223)","producer"
"Lightning Fists of Shaolin(1984)","Hui-Chi Tsao(4720)","cinematographer"
"Lightning Fists of Shaolin(1984)","Lung Ti(2479)","actor"
"Lightning Fists of Shaolin(1984)","Te-Lo Mai(7301)","actor"
"Lightning Fists of Shaolin(1984)","Leanne Lau(1160)","actress"
"Lightning Fists of Shaolin(1984)","Kuan Tai Chen(5291)","actor"
"Lightning Fists of Shaolin(1984)","Chia Tang(9271)","director"
"Lightning Fists of Shaolin(1984)","Ying Wong(9065)","writer"
"Lightning Fists of Shaolin(1984)","Mona Fong(4592)","producer"
"Lightning Fists of Shaolin(1984)","Chin-Yung Shing(3930)","composer"
"Lightning Fists of Shaolin(1984)","Chen-Hou Su(6794)","composer"
"A Nightmare on Elm Street(1984)","Rick Shaine(7603)","editor"
"A Nightmare on Elm Street(1984)","Heather Langenkamp(0486)","actress"
"A Nightmare on Elm Street(1984)","Johnny Depp(0136)","actor"
"A Nightmare on Elm Street(1984)","Robert Englund(0387)","actor"
"A Nightmare on Elm Street(1984)","John Saxon(8334)","actor"
"A Nightmare on Elm Street(1984)","Wes Craven(0127)","director"
"A Nightmare on Elm Street(1984)","Robert Shaye(0144)","producer"
"A Nightmare on Elm Street(1984)","Charles Bernstein(7450)","composer"
"A Nightmare on Elm Street(1984)","Jacques Haitkin(4413)","cinematographer"
"A Nightmare on Elm Street(1984)","Patrick McMahon(3073)","editor"
"Red Dawn(1984)","Ric Waite(5923)","cinematographer"
"Red Dawn(1984)","Patrick Swayze(0664)","actor"
"Red Dawn(1984)","C. Thomas Howell(1367)","actor"
"Red Dawn(1984)","Lea Thompson(0670)","actress"
"Red Dawn(1984)","Charlie Sheen(0221)","actor"
"Red Dawn(1984)","John Milius(7518)","director"
"Red Dawn(1984)","Kevin Reynolds(1817)","writer"
"Red Dawn(1984)","Barry Beckerman(5628)","producer"
"Red Dawn(1984)","Buzz Feitshans(0809)","producer"
"Red Dawn(1984)","Basil Poledouris(6231)","composer"
"Sixteen Candles(1984)","John W. Corso(1149)","production_designer"
"Sixteen Candles(1984)","Molly Ringwald(0208)","actress"
"Sixteen Candles(1984)","Anthony Michael Hall(1309)","actor"
"Sixteen Candles(1984)","Justin Henry(7888)","actor"
"Sixteen Candles(1984)","Michael Schoeffling(1706)","actor"
"Sixteen Candles(1984)","John Hughes(0455)","director"
"Sixteen Candles(1984)","Hilton A. Green(7906)","producer"
"Sixteen Candles(1984)","Ira Newborn(7673)","composer"
"Sixteen Candles(1984)","Bobby Byrne(6128)","cinematographer"
"Sixteen Candles(1984)","Edward Warschilka(3149)","editor"
"The Terminator(1984)","Mark Goldblatt(5358)","editor"
"The Terminator(1984)","Arnold Schwarzenegger(0216)","actor"
"The Terminator(1984)","Linda Hamilton(0157)","actress"
"The Terminator(1984)","Michael Biehn(0299)","actor"
"The Terminator(1984)","Paul Winfield(4902)","actor"
"The Terminator(1984)","James Cameron(0116)","director"
"The Terminator(1984)","Gale Anne Hurd(5036)","writer"
"The Terminator(1984)","William Wisher(6537)","writer"
"The Terminator(1984)","Brad Fiedel(6075)","composer"
"The Terminator(1984)","Adam Greenberg(4229)","cinematographer"
"Up the Creek(1984)","William Goldstein(6339)","composer"
"Up the Creek(1984)","Tim Matheson(1513)","actor"
"Up the Creek(1984)","Jennifer Runyon(1690)","actress"
"Up the Creek(1984)","Stephen Furst(9122)","actor"
"Up the Creek(1984)","Dan Monahan(7517)","actor"
"Up the Creek(1984)","Robert Butler(5111)","director"
"Up the Creek(1984)","Jim Kouf(7942)","writer"
"Up the Creek(1984)","Jeff Sherman(6486)","writer"
"Up the Creek(1984)","Douglas Grossman(3630)","writer"
"Up the Creek(1984)","Michael L. Meltzer(8444)","producer"
"Better Off Dead...(1985)","Herman F. Zimmerman(6717)","production_designer"
"Better Off Dead...(1985)","John Cusack(0131)","actor"
"Better Off Dead...(1985)","David Ogden Stiers(1773)","actor"
"Better Off Dead...(1985)","Kim Darby(0981)","actress"
"Better Off Dead...(1985)","Demian Slade(5164)","actor"
"Better Off Dead...(1985)","Savage Steve Holland(0822)","director"
"Better Off Dead...(1985)","Michael Jaffe(5468)","producer"
"Better Off Dead...(1985)","Rupert Hine(5616)","composer"
"Better Off Dead...(1985)","Isidore Mankofsky(2552)","cinematographer"
"Better Off Dead...(1985)","Alan Balsam(1096)","editor"
"Brazil(1985)","Michael Kamen(4383)","composer"
"Brazil(1985)","Jonathan Pryce(0596)","actor"
"Brazil(1985)","Kim Greist(2114)","actress"
"Brazil(1985)","Robert De Niro(0134)","actor"
"Brazil(1985)","Katherine Helmond(1340)","actress"
"Brazil(1985)","Terry Gilliam(0416)","director"
"Brazil(1985)","Tom Stoppard(1779)","writer"
"Brazil(1985)","Charles McKeown(1650)","writer"
"Brazil(1985)","Charles Alverson(3395)","writer"
"Brazil(1985)","Arnon Milchan(6969)","producer"
"Girls Just Want to Have Fun(1985)","Lorenzo DeStefano(1805)","editor"
"Girls Just Want to Have Fun(1985)","Biff Yeager(7010)","actor"
"Girls Just Want to Have Fun(1985)","Kristi Somers(9278)","actress"
"Girls Just Want to Have Fun(1985)","Richard Blade(6014)","actor"
"Girls Just Want to Have Fun(1985)","Ian Michael Giatti(6421)","actor"
"Girls Just Want to Have Fun(1985)","Alan Metter(2635)","director"
"Girls Just Want to Have Fun(1985)","Amy Spies(8650)","writer"
"Girls Just Want to Have Fun(1985)","Chuck Russell(1080)","producer"
"Girls Just Want to Have Fun(1985)","Thomas Newman(2353)","composer"
"Girls Just Want to Have Fun(1985)","Thomas E. Ackerman(5630)","cinematographer"
"Police Story(1985)","J. Peter Robinson(6254)","composer"
"Police Story(1985)","Jackie Chan(0329)","actor"
"Police Story(1985)","Maggie Cheung(1041)","actress"
"Police Story(1985)","Brigitte Lin(0857)","actress"
"Police Story(1985)","Yuen Chor(9201)","actor"
"Police Story(1985)","Chi-Hwa Chen(5179)","director"
"Police Story(1985)","Edward Tang(9282)","writer"
"Police Story(1985)","Leonard Ho(7337)","producer"
"Police Story(1985)","Kevin Bassinson(0311)","composer"
"Police Story(1985)","Siu-Tin Lai(9995)","composer"
"Police Academy 2: Their First Assignment(1985)","David Sheffield(0775)","writer"
"Police Academy 2: Their First Assignment(1985)","Steve Guttenberg(0430)","actor"
"Police Academy 2: Their First Assignment(1985)","Bubba Smith(7571)","actor"
"Police Academy 2: Their First Assignment(1985)","David Graf(3701)","actor"
"Police Academy 2: Their First Assignment(1985)","Michael Winslow(5498)","actor"
"Police Academy 2: Their First Assignment(1985)","Jerry Paris(1577)","director"
"Police Academy 2: Their First Assignment(1985)","James Signorelli(7526)","director"
"Police Academy 2: Their First Assignment(1985)","Neal Israel(1477)","writer"
"Police Academy 2: Their First Assignment(1985)","Pat Proft(8493)","writer"
"Police Academy 2: Their First Assignment(1985)","Barry W. Blaustein(7904)","writer"
"The Return of the Living Dead(1985)","Matt Clifford(6661)","composer"
"The Return of the Living Dead(1985)","Clu Gulager(7656)","actor"
"The Return of the Living Dead(1985)","James Karen(9170)","actor"
"The Return of the Living Dead(1985)","Don Calfa(9883)","actor"
"The Return of the Living Dead(1985)","Thom Mathews(8726)","actor"
"The Return of the Living Dead(1985)","Dan O'Bannon(9321)","director"
"The Return of the Living Dead(1985)","Rudy Ricci(3248)","writer"
"The Return of the Living Dead(1985)","John A. Russo(1652)","writer"
"The Return of the Living Dead(1985)","Russell Streiner(4183)","writer"
"The Return of the Living Dead(1985)","Tom Fox(9284)","producer"
"Aliens(1986)","Gale Anne Hurd(5036)","producer"
"Aliens(1986)","Sigourney Weaver(0244)","actress"
"Aliens(1986)","Michael Biehn(0299)","actor"
"Aliens(1986)","Carrie Henn(1343)","actress"
"Aliens(1986)","Paul Reiser(1663)","actor"
"Aliens(1986)","James Cameron(0116)","director"
"Aliens(1986)","David Giler(8429)","writer"
"Aliens(1986)","Walter Hill(1353)","writer"
"Aliens(1986)","Dan O'Bannon(9321)","writer"
"Aliens(1986)","Ronald Shusett(5953)","writer"
"Blue Velvet(1986)","Patricia Norris(5876)","production_designer"
"Blue Velvet(1986)","Isabella Rossellini(0618)","actress"
"Blue Velvet(1986)","Kyle MacLachlan(1492)","actor"
"Blue Velvet(1986)","Dennis Hopper(0454)","actor"
"Blue Velvet(1986)","Laura Dern(0368)","actress"
"Blue Velvet(1986)","David Lynch(0186)","director"
"Blue Velvet(1986)","Fred C. Caruso(2301)","producer"
"Blue Velvet(1986)","Angelo Badalamenti(0823)","composer"
"Blue Velvet(1986)","Frederick Elmes(5695)","cinematographer"
"Blue Velvet(1986)","Duwayne Dunham(2271)","editor"
"Martial Arts of Shaolin(1986)","An-Sung Tsao(4864)","cinematographer"
"Martial Arts of Shaolin(1986)","Jet Li(1472)","actor"
"Martial Arts of Shaolin(1986)","Jianqiang Hu(6965)","actor"
"Martial Arts of Shaolin(1986)","Qiuyan Huang(9304)","actress"
"Martial Arts of Shaolin(1986)","Bao Gao(8667)","actor"
"Martial Arts of Shaolin(1986)","Chia-Liang Liu(4906)","director"
"Martial Arts of Shaolin(1986)","Yang-Ping Shi(1757)","writer"
"Martial Arts of Shaolin(1986)","Yeung-Ping Sze(3867)","writer"
"Martial Arts of Shaolin(1986)","Qi Fu(4249)","producer"
"Martial Arts of Shaolin(1986)","James Wong(9074)","composer"
"Castle in the Sky(1986)","Yoshihiro Kasahara(0384)","editor"
"Castle in the Sky(1986)","Mayumi Tanaka(9028)","actress"
"Castle in the Sky(1986)","Keiko Yokozawa(8445)","actress"
"Castle in the Sky(1986)","Kotoe Hatsui(8969)","actress"
"Castle in the Sky(1986)","Minori Terada(5385)","actor"
"Castle in the Sky(1986)","Hayao Miyazaki(4503)","director"
"Castle in the Sky(1986)","Jonathan Swift(2605)","writer"
"Castle in the Sky(1986)","Isao Takahata(7223)","producer"
"Castle in the Sky(1986)","Joe Hisaishi(6749)","composer"
"Castle in the Sky(1986)","Hirokata Takahashi(7122)","cinematographer"
"Youngblood(1986)","Mark Irwin(0419)","cinematographer"
"Youngblood(1986)","Rob Lowe(0507)","actor"
"Youngblood(1986)","Cynthia Gibb(1269)","actress"
"Youngblood(1986)","Patrick Swayze(0664)","actor"
"Youngblood(1986)","Ed Lauter(1590)","actor"
"Youngblood(1986)","Peter Markle(8533)","director"
"Youngblood(1986)","John Whitman(6237)","writer"
"Youngblood(1986)","Peter Bart(8371)","producer"
"Youngblood(1986)","Patrick Wells(0370)","producer"
"Youngblood(1986)","William Orbit(9414)","composer"
"Adventures in Babysitting(1987)","Ric Waite(5923)","cinematographer"
"Adventures in Babysitting(1987)","Elisabeth Shue(0223)","actress"
"Adventures in Babysitting(1987)","Maia Brewton(8315)","actress"
"Adventures in Babysitting(1987)","Keith Coogan(6861)","actor"
"Adventures in Babysitting(1987)","Anthony Rapp(0829)","actor"
"Adventures in Babysitting(1987)","Chris Columbus(1060)","director"
"Adventures in Babysitting(1987)","David Simkins(9562)","writer"
"Adventures in Babysitting(1987)","Debra Hill(4185)","producer"
"Adventures in Babysitting(1987)","Lynda Obst(3553)","producer"
"Adventures in Babysitting(1987)","Michael Kamen(4383)","composer"
"Ghoulies II(1987)","Sergio Salvati(9331)","cinematographer"
"Ghoulies II(1987)","Damon Martin(2125)","actor"
"Ghoulies II(1987)","Royal Dano(0455)","actor"
"Ghoulies II(1987)","Phil Fondacaro(4496)","actor"
"Ghoulies II(1987)","J. Downing(6104)","actor"
"Ghoulies II(1987)","Albert Band(1649)","director"
"Ghoulies II(1987)","Charlie Dolan(1237)","writer"
"Ghoulies II(1987)","Dennis Paoli(0016)","writer"
"Ghoulies II(1987)","Luca Bercovici(1942)","writer"
"Ghoulies II(1987)","Fuzzbee Morse(7601)","composer"
"Good Morning, Vietnam(1987)","Peter Sova(6292)","cinematographer"
"Good Morning, Vietnam(1987)","Robin Williams(0245)","actor"
"Good Morning, Vietnam(1987)","Forest Whitaker(1845)","actor"
"Good Morning, Vietnam(1987)","Tom. T. Tran(0918)","actor"
"Good Morning, Vietnam(1987)","Chintara Sukapatana(7701)","actress"
"Good Morning, Vietnam(1987)","Barry Levinson(1469)","director"
"Good Morning, Vietnam(1987)","Mitch Markowitz(8732)","writer"
"Good Morning, Vietnam(1987)","Larry Brezner(8368)","producer"
"Good Morning, Vietnam(1987)","Mark Johnson(5741)","producer"
"Good Morning, Vietnam(1987)","Alex North(6218)","composer"
"Predator(1987)","Joel Silver(5428)","producer"
"Predator(1987)","Arnold Schwarzenegger(0216)","actor"
"Predator(1987)","Carl Weathers(1835)","actor"
"Predator(1987)","Kevin Peter Hall(1310)","actor"
"Predator(1987)","Elpidia Carrillo(1990)","actress"
"Predator(1987)","John McTiernan(1532)","director"
